0.13487999,0.05513651,0.020393476,0.018188369,0.08
0.13861921,0.05715162,0.03285999,0.009988695,0.08
0.13582215,0.055683672,0.024010349,0.013235815,0.08
0.13413864,0.05656601,0.011266356,0.013671158,0.08
0.13680685,0.049014747,0.030030463,0.0117483195,0.08
0.1357052,0.050875194,0.025988527,0.012151195,0.08
0.13189168,0.05351108,0.010439043,0.013515365,0.08
0.13281247,0.052300885,0.024030348,0.009021401,0.08
0.13599873,0.05613944,0.029453708,0.007749302,0.08
0.1354955,0.057223324,0.01773925,0.014894177,0.08
0.13643387,0.056448363,0.01675029,0.010775514,0.08
0.13813013,0.050369516,0.027504992,0.0052763554,0.08
0.13551155,0.049531512,0.021096911,0.011000559,0.08
0.13366897,0.052879676,0.009223457,0.015384058,0.08
0.13567682,0.053344388,0.02628017,0.011564663,0.08
0.13696277,0.055350646,0.030197147,0.007496444,0.08
0.13536622,0.058060355,0.0133944,0.014484008,0.08
0.13672757,0.056541547,0.02144093,0.012824432,0.08
0.13856366,0.05133097,0.030526215,0.011218289,0.08
0.13468973,0.0505189,0.020544522,0.011920918,0.08
0.13263884,0.054071113,0.010278259,0.0130089065,0.08
0.05918954,0.025906373,0.02058092,0.023933552,0.2
0.058914598,0.026732503,0.017301308,0.024074499,0.2
0.06266657,0.021176828,0.029788034,0.020870952,0.2
0.06058339,0.024791291,0.024122806,0.021555128,0.2
0.058243454,0.029255114,0.012183945,0.022710279,0.2
0.06153575,0.023080409,0.02626904,0.02126549,0.2
0.062489245,0.01810575,0.029469915,0.022212075,0.2
0.05780438,0.027287493,0.016251538,0.02423525,0.2
0.060208466,0.0249108,0.02170591,0.023544384,0.2
0.062167607,0.0199113,0.031619202,0.02078833,0.2
0.058605473,0.026270779,0.019760234,0.023723206,0.2
0.0574202,0.027736789,0.014294701,0.023907704,0.2
0.06244759,0.021748174,0.030223047,0.021505885,0.2
0.062389042,0.020807257,0.028553227,0.024232455,0.2
0.05743647,0.028382977,0.015990976,0.026175695,0.2
0.06121223,0.021547256,0.026082287,0.024170984,0.2
0.061864503,0.019946344,0.03151476,0.021082062,0.2
0.058507673,0.028445607,0.015981946,0.023770062,0.2
0.060155917,0.028145844,0.019765874,0.023033697,0.2
0.06298542,0.019687822,0.030491875,0.020511106,0.2
0.059206836,0.023574416,0.02043571,0.021181388,0.2
0.032301392,0.014230784,0.042746898,0.04430775,0.32
0.024578923,0.020757688,0.038053747,0.044247255,0.32
0.033116918,0.010323764,0.04556707,0.042161796,0.32
0.03410031,0.0077216006,0.046505958,0.042703412,0.32
0.023874348,0.02038492,0.03898554,0.04477374,0.32
0.029996067,0.015338354,0.041887946,0.043266084,0.32
0.035724737,0.005212129,0.046885785,0.041386392,0.32
0.029266112,0.018667288,0.04019697,0.04325556,0.32
0.027138554,0.019818515,0.039719965,0.04340985,0.32
0.0354793,0.0032556308,0.045864828,0.042534567,0.32
0.02985271,0.012675464,0.042771924,0.04224726,0.32
0.023680178,0.020450126,0.038132153,0.04289872,0.32
0.03249472,0.010170064,0.043859426,0.04196871,0.32
0.03278994,0.01010676,0.043796133,0.041910097,0.32
0.02490128,0.019258043,0.03735503,0.042669483,0.32
0.028891014,0.015406888,0.041916866,0.042011023,0.32
0.034525003,0.0045328527,0.0447538,0.042232458,0.32
0.025840994,0.015296934,0.038701337,0.04255597,0.32
0.024994265,0.017069226,0.03796021,0.04256517,0.32
0.03297979,0.0066542854,0.044382796,0.04157696,0.32
0.029943097,0.013121093,0.041699983,0.04211274,0.32
0.02811196,0.013155698,0.08825429,0.09001466,0.44
0.01979542,0.01776302,0.090107955,0.08814889,0.44
0.0021396338,0.02240701,0.08647509,0.089665875,0.44
0.020285847,0.020768449,0.08974319,0.09053158,0.44
0.025891224,0.013714841,0.088044584,0.09043911,0.44
0.0070813787,0.020933326,0.08512664,0.08770448,0.44
0.015381601,0.02116289,0.087630965,0.08767043,0.44
0.027219724,0.01540796,0.08902667,0.088068336,0.44
0.01444058,0.02114977,0.08450358,0.08707816,0.44
0.011137912,0.020704398,0.08442548,0.087600805,0.44
0.025455927,0.015518964,0.09113629,0.088369526,0.44
0.023369286,0.020145219,0.087692946,0.089506485,0.44
0.0055570244,0.02280459,0.082742915,0.08812128,0.44
0.024078455,0.015808927,0.088400126,0.08808251,0.44
0.027945338,0.0144935055,0.090916574,0.08987772,0.44
0.009330042,0.024265932,0.0854042,0.09126066,0.44
0.017107872,0.01906044,0.086043045,0.08986321,0.44
0.027636914,0.008908772,0.09064213,0.088492006,0.44
0.018407676,0.023421075,0.08748595,0.08982884,0.44
0.0118881725,0.023910532,0.08507989,0.09041023,0.44
0.026574092,0.010744026,0.08981514,0.08905793,0.44
0.03777146,0.045421727,0.2037955,0.20659624,0.56
0.024519647,0.040632624,0.19966751,0.20115498,0.56
0.016124396,0.045003314,0.20350032,0.20204768,0.56
0.038286675,0.03926362,0.20480788,0.20801775,0.56
0.029037861,0.04727354,0.20126322,0.20760036,0.56
0.020885633,0.041398805,0.2004492,0.20270166,0.56
0.028134279,0.03907234,0.20362343,0.20276415,0.56
0.03793863,0.041918226,0.20322078,0.20608436,0.56
0.020499568,0.04963233,0.19803308,0.20426145,0.56
0.02708959,0.03073577,0.19375357,0.20390882,0.56
0.03266392,0.03550876,0.20372903,0.20399658,0.56
0.027756086,0.04583302,0.20174761,0.20672844,0.56
0.018323075,0.048194535,0.19944772,0.20536509,0.56
0.036885787,0.026730612,0.1990378,0.20408566,0.56
0.028809143,0.04173755,0.20353863,0.20492268,0.56
0.022255054,0.049468756,0.20113304,0.2066831,0.56
0.030417604,0.03922878,0.19813383,0.2040991,0.56
0.029137379,0.034866896,0.20222643,0.20014633,0.56
0.022225153,0.042832576,0.19988683,0.20418632,0.56
0.025981497,0.051018525,0.20023017,0.2053164,0.56
0.04286106,0.033765737,0.20179974,0.20316969,0.56
0.048350014,0.10480208,0.43787873,0.4547883,0.68
0.0662715,0.09167237,0.43601727,0.44718125,0.68
0.06877955,0.0742179,0.44037518,0.4407365,0.68
0.04998539,0.09479312,0.44146532,0.44717407,0.68
0.058576282,0.1049294,0.4413076,0.4493974,0.68
0.06599254,0.0902012,0.43271285,0.4423679,0.68
0.058995068,0.07619048,0.43703595,0.437578,0.68
0.049659323,0.09913373,0.44533798,0.44777682,0.68
0.05983332,0.106640145,0.44148874,0.4498074,0.68
0.07289486,0.086205184,0.43825266,0.44328555,0.68
0.049869515,0.079892464,0.4310667,0.43758133,0.68
0.055019207,0.09586989,0.43571776,0.4388582,0.68
0.06541506,0.11255918,0.44528,0.44167215,0.68
0.06154052,0.08481632,0.42948472,0.442737,0.68
0.050412778,0.078332484,0.4334444,0.44206062,0.68
0.06766388,0.08788346,0.4425548,0.45267966,0.68
0.052329216,0.10467795,0.43631405,0.44980696,0.68
0.05674952,0.077857405,0.4288472,0.436902,0.68
0.05395986,0.08306453,0.43755555,0.43912098,0.68
0.067158304,0.09419247,0.44069177,0.4506791,0.68
0.06175101,0.09154391,0.4334948,0.4527608,0.68